date,location,daily_total,gender_ratio_buyer,gender_ratio_seller,main_purpose,n_trades,n_new_users
23,7,0.0,0.0,0.0,10,0,0
24,7,0.0,0.0,0.0,10,0,0
25,7,0.0,0.0,0.0,10,0,0
26,7,0.0,0.0,0.0,10,0,0
27,7,0.0,0.0,0.0,10,0,0
28,7,0.0,0.0,0.0,10,0,0
29,7,0.0,0.0,0.0,10,0,0
30,7,0.0,0.0,0.0,10,0,0
31,7,0.0,0.0,0.0,10,0,0
32,7,0.0,0.0,0.0,10,0,0
33,7,0.0,0.0,0.0,10,0,0
34,7,0.0,0.0,0.0,10,0,0
35,7,0.0,0.0,0.0,10,0,0
36,7,0.0,0.0,0.0,10,0,0
37,7,0.0,0.0,0.0,10,0,0
38,7,0.0,0.0,0.0,10,0,0
39,7,0.0,0.0,0.0,10,0,0
40,7,0.0,0.0,0.0,10,0,0
41,7,0.0,0.0,0.0,10,0,0
42,7,0.0,0.0,0.0,10,0,1
43,7,0.0,0.0,0.0,10,0,0
44,7,400.0,0.0,1.0,3,1,0
45,7,0.0,0.0,0.0,10,0,0
46,7,0.0,0.0,0.0,10,0,0
47,7,0.0,0.0,0.0,10,0,0
48,7,0.0,0.0,0.0,10,0,0
49,7,0.0,0.0,0.0,10,0,0
50,7,0.0,0.0,0.0,10,0,0
51,7,0.0,0.0,0.0,10,0,0
52,7,0.0,0.0,0.0,10,0,0
53,7,0.0,0.0,0.0,10,0,0
54,7,0.0,0.0,0.0,10,0,0
55,7,0.0,0.0,0.0,10,0,0
56,7,0.0,0.0,0.0,10,0,0
57,7,0.0,0.0,0.0,10,0,0
58,7,0.0,0.0,0.0,10,0,0
59,7,0.0,0.0,0.0,10,0,0
60,7,0.0,0.0,0.0,10,0,0
61,7,0.0,0.0,0.0,10,0,0
62,7,0.0,0.0,0.0,10,0,0
63,7,0.0,0.0,0.0,10,0,0
64,7,0.0,0.0,0.0,10,0,0
65,7,0.0,0.0,0.0,10,0,0
66,7,0.0,0.0,0.0,10,0,0
67,7,400.0,0.0,1.0,3,1,0
68,7,0.0,0.0,0.0,10,0,0
69,7,0.0,0.0,0.0,10,0,0
70,7,0.0,0.0,0.0,10,0,0
71,7,0.0,0.0,0.0,10,0,0
72,7,0.0,0.0,0.0,10,0,0
73,7,0.0,0.0,0.0,10,0,0
74,7,0.0,0.0,0.0,10,0,0
75,7,0.0,0.0,0.0,10,0,0
76,7,0.0,0.0,0.0,10,0,0
77,7,0.0,0.0,0.0,10,0,0
78,7,0.0,0.0,0.0,10,0,0
79,7,0.0,0.0,0.0,10,0,0
80,7,0.0,0.0,0.0,10,0,0
0,8,0.0,0.0,0.0,10,0,0
1,8,0.0,0.0,0.0,10,0,0
2,8,0.0,0.0,0.0,10,0,0
3,8,0.0,0.0,0.0,10,0,0
4,8,0.0,0.0,0.0,10,0,0
5,8,0.0,0.0,0.0,10,0,0
6,8,0.0,0.0,0.0,10,0,0
7,8,0.0,0.0,0.0,10,0,0
8,8,0.0,0.0,0.0,10,0,0
9,8,0.0,0.0,0.0,10,0,0
10,8,0.0,0.0,0.0,10,0,0
11,8,0.0,0.0,0.0,10,0,0
12,8,0.0,0.0,0.0,10,0,0
13,8,0.0,0.0,0.0,10,0,0
14,8,0.0,0.0,0.0,10,0,0
15,8,0.0,0.0,0.0,10,0,0
16,8,0.0,0.0,0.0,10,0,0
17,8,0.0,0.0,0.0,10,0,0
18,8,0.0,0.0,0.0,10,0,0
19,8,0.0,0.0,0.0,10,0,0
20,8,0.0,0.0,0.0,10,0,0
21,8,0.0,0.0,0.0,10,0,0
22,8,0.0,0.0,0.0,10,0,0
23,8,0.0,0.0,0.0,10,0,0
24,8,0.0,0.0,0.0,10,0,0
25,8,0.0,0.0,0.0,10,0,0
26,8,0.0,0.0,0.0,10,0,0
27,8,0.0,0.0,0.0,10,0,0
28,8,0.0,0.0,0.0,10,0,0
29,8,0.0,0.0,0.0,10,0,0
30,8,0.0,0.0,0.0,10,0,0
31,8,0.0,0.0,0.0,10,0,0
32,8,0.0,0.0,0.0,10,0,0
33,8,0.0,0.0,0.0,10,0,0
34,8,0.0,0.0,0.0,10,0,0
35,8,0.0,0.0,0.0,10,0,0
36,8,0.0,0.0,0.0,10,0,0
37,8,0.0,0.0,0.0,10,0,0
38,8,0.0,0.0,0.0,10,0,0
39,8,0.0,0.0,0.0,10,0,0
40,8,0.0,0.0,0.0,10,0,0
41,8,0.0,0.0,0.0,10,0,0
42,8,0.0,0.0,0.0,10,0,0
43,8,0.0,0.0,0.0,10,0,0
44,8,0.0,0.0,0.0,10,0,0
45,8,0.0,0.0,0.0,10,0,0
46,8,0.0,0.0,0.0,10,0,0
47,8,0.0,0.0,0.0,10,0,0
48,8,0.0,0.0,0.0,10,0,0
49,8,0.0,0.0,0.0,10,0,0
50,8,0.0,0.0,0.0,10,0,0
51,8,0.0,0.0,0.0,10,0,0
52,8,0.0,0.0,0.0,10,0,0
53,8,0.0,0.0,0.0,10,0,0
54,8,0.0,0.0,0.0,10,0,0
55,8,0.0,0.0,0.0,10,0,0
56,8,0.0,0.0,0.0,10,0,0
57,8,0.0,0.0,0.0,10,0,0
58,8,0.0,0.0,0.0,10,0,0
59,8,0.0,0.0,0.0,10,0,0
60,8,0.0,0.0,0.0,10,0,0
61,8,0.0,0.0,0.0,10,0,0
62,8,0.0,0.0,0.0,10,0,0
63,8,0.0,0.0,0.0,10,0,0
64,8,0.0,0.0,0.0,10,0,0
65,8,0.0,0.0,0.0,10,0,0
66,8,0.0,0.0,0.0,10,0,0
67,8,0.0,0.0,0.0,10,0,0
68,8,0.0,0.0,0.0,10,0,0
69,8,0.0,0.0,0.0,10,0,0
70,8,0.0,0.0,0.0,10,0,0
71,8,0.0,0.0,0.0,10,0,0
72,8,0.0,0.0,0.0,10,0,0
73,8,0.0,0.0,0.0,10,0,0
74,8,0.0,0.0,0.0,10,0,0
75,8,400.0,1.0,0.0,3,1,1
76,8,0.0,0.0,0.0,10,0,0
77,8,0.0,0.0,0.0,10,0,0
78,8,0.0,0.0,0.0,10,0,0
79,8,0.0,0.0,0.0,10,0,0
80,8,0.0,0.0,0.0,10,0,1
0,9,0.0,0.0,0.0,10,0,0
1,9,0.0,0.0,0.0,10,0,0
2,9,0.0,0.0,0.0,10,0,0
3,9,0.0,0.0,0.0,10,0,0
4,9,0.0,0.0,0.0,10,0,0
5,9,0.0,0.0,0.0,10,0,0
6,9,0.0,0.0,0.0,10,0,0
7,9,0.0,0.0,0.0,10,0,0
8,9,0.0,0.0,0.0,10,0,0
9,9,200.0,3.0,0.5,3,3,2
10,9,0.0,0.0,0.0,10,0,0
11,9,0.0,0.0,0.0,10,0,0
12,9,0.0,0.0,0.0,10,0,0
13,9,0.0,0.0,0.0,10,0,0
14,9,0.0,0.0,0.0,10,0,0
15,9,0.0,0.0,0.0,10,0,0
16,9,0.0,0.0,0.0,10,0,0
17,9,0.0,0.0,0.0,10,0,0
18,9,0.0,0.0,0.0,10,0,0
19,9,0.0,0.0,0.0,10,0,0
20,9,0.0,0.0,0.0,10,0,0
21,9,0.0,0.0,0.0,10,0,0
22,9,0.0,0.0,0.0,10,0,0
23,9,0.0,0.0,0.0,10,0,0
24,9,0.0,0.0,0.0,10,0,0
25,9,0.0,0.0,0.0,10,0,0
26,9,0.0,0.0,0.0,10,0,0
27,9,0.0,0.0,0.0,10,0,0
28,9,0.0,0.0,0.0,10,0,0
29,9,0.0,0.0,0.0,10,0,0
30,9,0.0,0.0,0.0,10,0,0
31,9,0.0,0.0,0.0,10,0,0
32,9,0.0,0.0,0.0,10,0,0
33,9,0.0,0.0,0.0,10,0,0
34,9,0.0,0.0,0.0,10,0,0
35,9,0.0,0.0,0.0,10,0,0
36,9,0.0,0.0,0.0,10,0,0
37,9,0.0,0.0,0.0,10,0,0
38,9,0.0,0.0,0.0,10,0,0
39,9,0.0,0.0,0.0,10,0,0
40,9,0.0,0.0,0.0,10,0,0
41,9,0.0,0.0,0.0,10,0,0
42,9,0.0,0.0,0.0,10,0,0
43,9,0.0,0.0,0.0,10,0,0
44,9,0.0,0.0,0.0,10,0,0
45,9,100.0,1.0,1.0,3,1,0
46,9,0.0,0.0,0.0,10,0,0
47,9,0.0,0.0,0.0,10,0,0
48,9,0.0,0.0,0.0,10,0,0
49,9,0.0,0.0,0.0,10,0,0
50,9,0.0,0.0,0.0,10,0,0
51,9,0.0,0.0,0.0,10,0,0
52,9,0.0,0.0,0.0,10,0,0
53,9,0.0,0.0,0.0,10,0,0
54,9,0.0,0.0,0.0,10,0,0
55,9,0.0,0.0,0.0,10,0,0
56,9,200.0,1.0,1.0,3,1,0
57,9,200.0,2.0,1.0,3,2,0
58,9,800.0,3.0,2.0,3,3,0
59,9,0.0,0.0,0.0,10,0,0
60,9,300.0,1.0,1.0,3,1,0
61,9,0.0,0.0,0.0,10,0,0
62,9,0.0,0.0,0.0,10,0,0
63,9,0.0,0.0,0.0,10,0,0
64,9,0.0,0.0,0.0,10,0,0
65,9,0.0,0.0,0.0,10,0,0
66,9,0.0,0.0,0.0,10,0,0
67,9,0.0,0.0,0.0,10,0,0
68,9,250.0,1.0,1.0,3,1,0
69,9,0.0,0.0,0.0,10,0,0
70,9,300.0,1.0,1.0,3,1,0
71,9,0.0,0.0,0.0,10,0,0
72,9,0.0,0.0,0.0,10,0,0
73,9,0.0,0.0,0.0,10,0,0
74,9,0.0,0.0,0.0,10,0,0
75,9,0.0,0.0,0.0,10,0,0
76,9,200.0,1.0,1.0,3,1,0
77,9,0.0,0.0,0.0,10,0,0
78,9,0.0,0.0,0.0,10,0,0
79,9,0.0,0.0,0.0,10,0,0
80,9,0.0,0.0,0.0,10,0,1
0,10,0.0,0.0,0.0,10,0,0
1,10,0.0,0.0,0.0,10,0,0
2,10,0.0,0.0,0.0,10,0,0
3,10,0.0,0.0,0.0,10,0,0
4,10,0.0,0.0,0.0,10,0,0
5,10,0.0,0.0,0.0,10,0,0
6,10,0.0,0.0,0.0,10,0,0
7,10,0.0,0.0,0.0,10,0,0
8,10,0.0,0.0,0.0,10,0,0
9,10,0.0,0.0,0.0,10,0,0
10,10,0.0,0.0,0.0,10,0,0
11,10,0.0,0.0,0.0,10,0,0
12,10,0.0,0.0,0.0,10,0,0
13,10,0.0,0.0,0.0,10,0,0
14,10,0.0,0.0,0.0,10,0,0
15,10,0.0,0.0,0.0,10,0,0
16,10,0.0,0.0,0.0,10,0,0
17,10,0.0,0.0,0.0,10,0,0
18,10,0.0,0.0,0.0,10,0,0
19,10,0.0,0.0,0.0,10,0,0
20,10,0.0,0.0,0.0,10,0,0
21,10,0.0,0.0,0.0,10,0,0
22,10,0.0,0.0,0.0,10,0,0
23,10,0.0,0.0,0.0,10,0,0
24,10,0.0,0.0,0.0,10,0,0
25,10,0.0,0.0,0.0,10,0,0
26,10,0.0,0.0,0.0,10,0,0
27,10,0.0,0.0,0.0,10,0,0
28,10,0.0,0.0,0.0,10,0,0
29,10,0.0,0.0,0.0,10,0,0
30,10,0.0,0.0,0.0,10,0,0
31,10,0.0,0.0,0.0,10,0,0
32,10,0.0,0.0,0.0,10,0,0
33,10,0.0,0.0,0.0,10,0,0
34,10,0.0,0.0,0.0,10,0,0
35,10,0.0,0.0,0.0,10,0,0
36,10,0.0,0.0,0.0,10,0,0
37,10,0.0,0.0,0.0,10,0,0
38,10,0.0,0.0,0.0,10,0,0
39,10,0.0,0.0,0.0,10,0,0
40,10,0.0,0.0,0.0,10,0,0
41,10,0.0,0.0,0.0,10,0,0
42,10,0.0,0.0,0.0,10,0,0
43,10,0.0,0.0,0.0,10,0,0
44,10,0.0,0.0,0.0,10,0,0
45,10,0.0,0.0,0.0,10,0,0
46,10,0.0,0.0,0.0,10,0,0
47,10,0.0,0.0,0.0,10,0,0
48,10,0.0,0.0,0.0,10,0,0
49,10,0.0,0.0,0.0,10,0,0
50,10,0.0,0.0,0.0,10,0,0
51,10,0.0,0.0,0.0,10,0,0
52,10,0.0,0.0,0.0,10,0,0
53,10,0.0,0.0,0.0,10,0,0
54,10,0.0,0.0,0.0,10,0,0
55,10,0.0,0.0,0.0,10,0,0
56,10,0.0,0.0,0.0,10,0,0
57,10,0.0,0.0,0.0,10,0,0
58,10,0.0,0.0,0.0,10,0,0
59,10,0.0,0.0,0.0,10,0,0
60,10,0.0,0.0,0.0,10,0,0
61,10,0.0,0.0,0.0,10,0,0
62,10,0.0,0.0,0.0,10,0,0
63,10,0.0,0.0,0.0,10,0,0
64,10,0.0,0.0,0.0,10,0,0
65,10,0.0,0.0,0.0,10,0,0
66,10,0.0,0.0,0.0,10,0,0
67,10,0.0,0.0,0.0,10,0,0
68,10,0.0,0.0,0.0,10,0,1
69,10,300.0,2.0,1.0,3,2,0
70,10,0.0,0.0,0.0,10,0,0
71,10,0.0,0.0,0.0,10,0,0
72,10,0.0,0.0,0.0,10,0,0
73,10,200.0,2.0,2.0,3,2,0
74,10,150.0,2.0,1.0,3,2,0
75,10,400.0,2.0,1.0,3,2,0
76,10,400.0,2.0,2.0,3,2,0
77,10,400.0,2.0,2.0,3,2,0
78,10,400.0,2.0,2.0,3,2,0
79,10,350.0,2.0,2.0,3,2,0
80,10,400.0,2.0,2.0,3,2,1
0,11,0.0,0.0,0.0,10,0,0
1,11,0.0,0.0,0.0,10,0,0
2,11,0.0,0.0,0.0,10,0,0
3,11,0.0,0.0,0.0,10,0,0
4,11,0.0,0.0,0.0,10,0,0
5,11,0.0,0.0,0.0,10,0,0
6,11,0.0,0.0,0.0,10,0,0
7,11,0.0,0.0,0.0,10,0,0
8,11,0.0,0.0,0.0,10,0,0
9,11,0.0,0.0,0.0,10,0,0
10,11,0.0,0.0,0.0,10,0,0
11,11,0.0,0.0,0.0,10,0,0
12,11,0.0,0.0,0.0,10,0,0
13,11,0.0,0.0,0.0,10,0,0
14,11,0.0,0.0,0.0,10,0,0
15,11,0.0,0.0,0.0,10,0,0
16,11,0.0,0.0,0.0,10,0,0
17,11,0.0,0.0,0.0,10,0,0
18,11,0.0,0.0,0.0,10,0,0
19,11,0.0,0.0,0.0,10,0,0
20,11,0.0,0.0,0.0,10,0,0
21,11,0.0,0.0,0.0,10,0,0
22,11,0.0,0.0,0.0,10,0,0
23,11,0.0,0.0,0.0,10,0,0
24,11,0.0,0.0,0.0,10,0,0
25,11,0.0,0.0,0.0,10,0,0
26,11,0.0,0.0,0.0,10,0,0
27,11,0.0,0.0,0.0,10,0,0
28,11,0.0,0.0,0.0,10,0,0
29,11,0.0,0.0,0.0,10,0,0
30,11,0.0,0.0,0.0,10,0,0
31,11,0.0,0.0,0.0,10,0,0
32,11,0.0,0.0,0.0,10,0,0
33,11,0.0,0.0,0.0,10,0,0
34,11,0.0,0.0,0.0,10,0,0
35,11,0.0,0.0,0.0,10,0,0
36,11,0.0,0.0,0.0,10,0,0
37,11,100.0,1.0,1.0,3,1,0
38,11,0.0,0.0,0.0,10,0,0
39,11,0.0,0.0,0.0,10,0,0
40,11,0.0,0.0,0.0,10,0,0
41,11,0.0,0.0,0.0,10,0,0
42,11,0.0,0.0,0.0,10,0,0
43,11,0.0,0.0,0.0,10,0,0
44,11,0.0,0.0,0.0,10,0,0
45,11,0.0,0.0,0.0,10,0,0
46,11,0.0,0.0,0.0,10,0,0
47,11,0.0,0.0,0.0,10,0,0
48,11,0.0,0.0,0.0,10,0,0
49,11,10.0,1.0,1.0,3,1,0
50,11,0.0,0.0,0.0,10,0,0
51,11,185.0,1.0,1.0,3,1,0
52,11,100.0,0.0,0.0,3,2,0
53,11,120.0,0.0,1.0,3,2,0
54,11,0.0,0.0,0.0,10,0,0
55,11,110.0,0.5,0.5,3,3,0
56,11,1600.0,0.0,0.0,1,4,0
57,11,0.0,0.0,0.0,10,0,0
58,11,0.0,0.0,0.0,10,0,0
59,11,400.0,0.0,1.0,3,1,0
60,11,385.0,4.0,3.0,3,4,0
61,11,2000.0,0.0,0.0,2,1,0
62,11,620.0,3.0,2.0,8,3,0
63,11,1350.0,2.0,3.0,3,12,0
64,11,250.0,0.0,1.0,7,1,0
65,11,1110.0,3.6666666666666665,3.6666666666666665,3,14,0
66,11,1110.0,7.0,8.0,3,8,0
67,11,990.0,11.0,2.0,3,12,0
68,11,1210.0,5.0,2.6,3,18,0
69,11,1520.0,7.5,1.4285714285714286,3,17,0
70,11,5360.0,9.0,4.0,6,10,0
71,11,510.0,3.5,3.5,3,9,0
72,11,3020.0,11.0,0.8333333333333334,3,11,0
73,11,1970.0,0.5714285714285714,2.6666666666666665,3,11,0
74,11,553.0,2.0,1.0,6,2,0
75,11,559.0,2.0,3.0,3,12,0
76,11,1715.0,5.5,2.25,4,13,0
77,11,2294.0,2.5,3.6666666666666665,3,14,0
78,11,240.0,6.0,6.0,3,7,0
79,11,310.0,6.0,2.5,3,7,0
80,11,70.0,2.0,2.0,3,3,0
0,12,0.0,0.0,0.0,10,0,0
1,12,0.0,0.0,0.0,10,0,0
2,12,0.0,0.0,0.0,10,0,0
3,12,0.0,0.0,0.0,10,0,0
4,12,0.0,0.0,0.0,10,0,0
5,12,0.0,0.0,0.0,10,0,0
6,12,0.0,0.0,0.0,10,0,0
7,12,0.0,0.0,0.0,10,0,0
8,12,360.0,0.0,0.0,3,1,0
9,12,0.0,0.0,0.0,10,0,0
10,12,0.0,0.0,0.0,10,0,0
11,12,0.0,0.0,0.0,10,0,0
12,12,0.0,0.0,0.0,10,0,0
13,12,0.0,0.0,0.0,10,0,0
14,12,0.0,0.0,0.0,10,0,0
15,12,0.0,0.0,0.0,10,0,0
16,12,0.0,0.0,0.0,10,0,0
17,12,0.0,0.0,0.0,10,0,0
18,12,0.0,0.0,0.0,10,0,0
19,12,0.0,0.0,0.0,10,0,0
20,12,0.0,0.0,0.0,10,0,0
21,12,0.0,0.0,0.0,10,0,0
22,12,0.0,0.0,0.0,10,0,0
23,12,0.0,0.0,0.0,10,0,0
24,12,0.0,0.0,0.0,10,0,0
25,12,0.0,0.0,0.0,10,0,0
26,12,0.0,0.0,0.0,10,0,0
27,12,0.0,0.0,0.0,10,0,0
28,12,0.0,0.0,0.0,10,0,0
29,12,0.0,0.0,0.0,10,0,0
30,12,0.0,0.0,0.0,10,0,0
31,12,0.0,0.0,0.0,10,0,0
32,12,0.0,0.0,0.0,10,0,0
33,12,0.0,0.0,0.0,10,0,0
34,12,0.0,0.0,0.0,10,0,0
35,12,50.0,1.0,1.0,6,1,0
36,12,0.0,0.0,0.0,10,0,0
37,12,400.0,0.0,0.0,3,1,0
38,12,150.0,1.0,1.0,3,1,0
39,12,60.0,1.0,1.0,3,1,0
40,12,0.0,0.0,0.0,10,0,0
41,12,150.0,2.0,2.0,3,2,0
42,12,0.0,0.0,0.0,10,0,0
43,12,0.0,0.0,0.0,10,0,0
44,12,0.0,0.0,0.0,10,0,0
45,12,0.0,0.0,0.0,10,0,0
46,12,0.0,0.0,0.0,10,0,0
47,12,20.0,1.0,0.0,3,1,0
48,12,100.0,1.0,1.0,3,1,0
49,12,0.0,0.0,0.0,10,0,0
50,12,25.0,1.0,1.0,3,1,0
51,12,0.0,0.0,0.0,10,0,0
52,12,75.0,1.0,1.0,3,1,0
53,12,0.0,0.0,0.0,10,0,0
54,12,195.0,1.0,1.0,3,1,0
55,12,0.0,0.0,0.0,10,0,0
56,12,0.0,0.0,0.0,10,0,0
57,12,0.0,0.0,0.0,10,0,0
58,12,0.0,0.0,0.0,10,0,0
59,12,0.0,0.0,0.0,10,0,0
60,12,0.0,0.0,0.0,10,0,0
61,12,0.0,0.0,0.0,10,0,0
62,12,50.0,1.0,1.0,6,1,0
63,12,0.0,0.0,0.0,10,0,0
64,12,60.0,1.0,1.0,9,1,0
65,12,195.0,1.0,1.0,3,1,0
66,12,0.0,0.0,0.0,10,0,0
67,12,400.0,1.0,0.0,3,1,1
68,12,0.0,0.0,0.0,10,0,0
69,12,0.0,0.0,0.0,10,0,0
70,12,0.0,0.0,0.0,10,0,0
71,12,0.0,0.0,0.0,10,0,0
72,12,0.0,0.0,0.0,10,0,0
73,12,0.0,0.0,0.0,10,0,0
74,12,0.0,0.0,0.0,10,0,0
75,12,0.0,0.0,0.0,10,0,0
76,12,0.0,0.0,0.0,10,0,0
77,12,0.0,0.0,0.0,10,0,0
78,12,0.0,0.0,0.0,10,0,0
79,12,0.0,0.0,0.0,10,0,0
80,12,0.0,0.0,0.0,10,0,0
0,13,0.0,0.0,0.0,10,0,0
1,13,0.0,0.0,0.0,10,0,0
2,13,4415.0,4.428571428571429,6.6,3,38,0
3,13,3878.0,2.25,4.571428571428571,3,39,0
4,13,7514.0,2.3333333333333335,1.8571428571428572,3,40,0
5,13,17726.0,3.375,10.666666666666666,3,70,0
6,13,4295.0,1.4444444444444444,1.75,3,22,0
7,13,4629.0,1.4285714285714286,17.0,3,17,0
8,13,4170.0,6.5,14.0,3,15,0
9,13,4515.0,10.0,4.5,3,11,0
10,13,122.0,7.0,0.0,6,8,0
11,13,1178.0,5.0,4.0,3,5,0
12,13,4070.0,2.8,8.5,6,19,0
13,13,2001.0,9.0,2.3333333333333335,3,20,0
14,13,3027.0,4.666666666666667,3.25,3,17,0
15,13,10280.0,18.0,18.0,6,19,0
16,13,5287.0,7.0,15.0,3,32,0
17,13,7056.0,7.666666666666667,4.2,3,26,0
18,13,4405.0,14.0,14.0,3,14,0
19,13,14288.0,3.8181818181818183,16.666666666666668,3,53,0
20,13,4922.0,8.666666666666666,6.25,3,29,0
21,13,4445.0,8.0,9.0,3,9,0
22,13,10300.0,4.75,10.5,6,23,0
23,13,19540.0,9.2,4.1,3,51,0
24,13,6707.0,3.3333333333333335,1.6,3,26,0
25,13,595.0,1.0,1.0,3,6,0
26,13,4419.0,4.2,5.5,6,26,0
27,13,1832.0,2.4444444444444446,5.2,3,31,0
28,13,10144.0,4.142857142857143,17.0,3,36,0
29,13,4675.0,9.0,20.0,3,20,0
30,13,22810.0,13.0,5.0,6,42,0
31,13,2427.0,2.0,0.5,3,9,0
32,13,2950.0,2.5,3.6666666666666665,3,14,0
33,13,37655.0,6.333333333333333,5.285714285714286,3,44,0
34,13,1740.0,6.0,6.0,3,7,0
35,13,1360.0,4.0,4.0,3,4,0
36,13,8220.0,9.0,19.0,3,20,0
37,13,17928.0,4.625,14.0,3,45,0
38,13,1088.0,4.0,1.5,3,10,0
39,13,3280.0,0.8333333333333334,10.0,6,11,0
40,13,4432.0,2.5,2.888888888888889,3,35,0
41,13,3640.0,4.375,9.75,3,43,0
42,13,2323.0,5.5,1.6,3,13,0
43,13,3140.0,2.1666666666666665,8.5,3,19,0
44,13,5335.0,19.0,8.5,3,19,0
45,13,1085.0,6.0,6.0,3,7,0
46,13,5256.0,7.0,7.0,3,16,0
47,13,9101.0,3.2857142857142856,14.0,6,30,0
48,13,1510.0,2.0,2.0,3,15,0
49,13,780.0,8.0,3.0,3,8,0
50,13,6700.0,5.0,6.0,3,6,0
51,13,13850.0,1.7333333333333334,19.5,3,41,0
52,13,13067.0,3.875,18.5,3,39,6
53,13,2067.0,20.0,9.0,3,20,0
54,13,8995.0,12.0,26.0,6,26,0
55,13,24105.0,8.2,5.571428571428571,6,46,0
56,13,7970.0,21.0,3.2,2,21,1
57,13,6090.0,7.0,2.5,3,7,2
58,13,24660.0,30.5,3.5,2,63,0
59,13,11295.0,5.875,5.875,3,55,0
60,13,3170.0,6.0,3.6666666666666665,3,28,6
61,13,12192.0,6.285714285714286,9.2,3,51,0
62,13,2665.0,13.0,12.0,3,13,1
63,13,13024.0,2.4210526315789473,1.826086956521739,3,65,0
64,13,25676.0,3.9130434782608696,3.0357142857142856,3,113,0
65,13,26664.0,4.5,5.875,3,110,0
66,13,9078.0,3.6,6.666666666666667,3,46,0
67,13,52236.0,8.5,3.3846153846153846,2,114,3
68,13,23690.0,2.625,3.142857142857143,3,58,0
69,13,13024.0,18.0,18.0,3,19,0
70,13,2760.0,9.5,21.0,3,21,0
71,13,18032.0,5.75,4.4,2,54,0
72,13,27236.11,2.473684210526316,5.0,3,66,0
73,13,21603.0,3.625,2.7,3,74,0
74,13,164115.0,9.4,9.4,3,52,0
75,13,15009.0,3.0714285714285716,4.181818181818182,3,57,2
76,13,11231.0,3.5,17.0,3,54,0
77,13,7050.0,4.0,14.0,3,30,0
78,13,7402.0,2.1666666666666665,3.75,3,19,0
79,13,13378.0,1.7272727272727273,9.0,3,30,1
80,13,9335.0,1.5,3.2857142857142856,3,30,3
0,14,0.0,0.0,0.0,10,0,0
1,14,0.0,0.0,0.0,10,0,16
2,14,0.0,0.0,0.0,10,0,0
3,14,0.0,0.0,0.0,10,0,0
4,14,0.0,0.0,0.0,10,0,0
5,14,0.0,0.0,0.0,10,0,0
6,14,0.0,0.0,0.0,10,0,0
7,14,0.0,0.0,0.0,10,0,0
8,14,0.0,0.0,0.0,10,0,0
9,14,0.0,0.0,0.0,10,0,0
10,14,0.0,0.0,0.0,10,0,0
11,14,0.0,0.0,0.0,10,0,0
12,14,0.0,0.0,0.0,10,0,0
13,14,0.0,0.0,0.0,10,0,0
14,14,0.0,0.0,0.0,10,0,0
15,14,0.0,0.0,0.0,10,0,0
16,14,0.0,0.0,0.0,10,0,0
17,14,0.0,0.0,0.0,10,0,0
18,14,0.0,0.0,0.0,10,0,0
19,14,0.0,0.0,0.0,10,0,0
20,14,0.0,0.0,0.0,10,0,0
21,14,0.0,0.0,0.0,10,0,0
22,14,0.0,0.0,0.0,10,0,0
23,14,0.0,0.0,0.0,10,0,0
24,14,0.0,0.0,0.0,10,0,0
25,14,0.0,0.0,0.0,10,0,0
26,14,0.0,0.0,0.0,10,0,0
27,14,0.0,0.0,0.0,10,0,0
28,14,0.0,0.0,0.0,10,0,0
29,14,0.0,0.0,0.0,10,0,0
30,14,0.0,0.0,0.0,10,0,0
31,14,0.0,0.0,0.0,10,0,0
32,14,0.0,0.0,0.0,10,0,0
33,14,0.0,0.0,0.0,10,0,0
34,14,0.0,0.0,0.0,10,0,0
35,14,0.0,0.0,0.0,10,0,0
36,14,0.0,0.0,0.0,10,0,0
37,14,0.0,0.0,0.0,10,0,0
38,14,0.0,0.0,0.0,10,0,0
39,14,0.0,0.0,0.0,10,0,0
40,14,0.0,0.0,0.0,10,0,0
41,14,0.0,0.0,0.0,10,0,0
42,14,0.0,0.0,0.0,10,0,0
43,14,0.0,0.0,0.0,10,0,0
44,14,0.0,0.0,0.0,10,0,0
45,14,0.0,0.0,0.0,10,0,0
46,14,0.0,0.0,0.0,10,0,0
47,14,0.0,0.0,0.0,10,0,0
48,14,0.0,0.0,0.0,10,0,0
49,14,0.0,0.0,0.0,10,0,0
50,14,0.0,0.0,0.0,10,0,0
51,14,0.0,0.0,0.0,10,0,0
52,14,0.0,0.0,0.0,10,0,0
53,14,0.0,0.0,0.0,10,0,0
54,14,0.0,0.0,0.0,10,0,0
55,14,55.0,1.0,1.0,1,1,0
56,14,0.0,0.0,0.0,10,0,0
57,14,0.0,0.0,0.0,10,0,0
58,14,201.0,3.0,3.0,3,3,0
59,14,0.0,0.0,0.0,10,0,0
60,14,0.0,0.0,0.0,10,0,0
61,14,0.0,0.0,0.0,10,0,0
62,14,0.0,0.0,0.0,10,0,0
63,14,0.0,0.0,0.0,10,0,0
64,14,0.0,0.0,0.0,10,0,0
65,14,290.0,1.0,2.0,3,2,0
66,14,0.0,0.0,0.0,10,0,0
67,14,0.0,0.0,0.0,10,0,0
68,14,0.0,0.0,0.0,10,0,0
69,14,0.0,0.0,0.0,10,0,0
70,14,0.0,0.0,0.0,10,0,0
71,14,0.0,0.0,0.0,10,0,0
72,14,0.0,0.0,0.0,10,0,0
73,14,0.0,0.0,0.0,10,0,0
74,14,0.0,0.0,0.0,10,0,1
75,14,0.0,0.0,0.0,10,0,0
