,sex,xDAI_blockchain_address,trt_label,area_name,gender,biz_type,days_enrolled_0,days_active_0,bal_0,bal_1,bal_2,bal_3,bal_4,bal_5,svol_in_0,svol_in_1,svol_in_2,svol_in_3,svol_in_4,svol_in_5,svol_out_0,svol_out_1,svol_out_2,svol_out_3,svol_out_4,svol_out_5,stxns_in_0,stxns_in_1,stxns_in_2,stxns_in_3,stxns_in_4,stxns_in_5,stxns_out_0,stxns_out_1,stxns_out_2,stxns_out_3,stxns_out_4,stxns_out_5,sunique_in_0,sunique_in_1,sunique_in_2,sunique_in_3,sunique_in_4,sunique_in_5,sunique_out_0,sunique_out_1,sunique_out_2,sunique_out_3,sunique_out_4,sunique_out_5,otxns_in_0,otxns_in_1,otxns_in_2,otxns_in_3,otxns_in_4,otxns_in_5,otxns_out_0,otxns_out_1,otxns_out_2,otxns_out_3,otxns_out_4,otxns_out_5,ovol_in_0,ovol_in_1,ovol_in_2,ovol_in_3,ovol_in_4,ovol_in_5,ovol_out_0,ovol_out_1,ovol_out_2,ovol_out_3,ovol_out_4,ovol_out_5,females_sold_to_0,females_sold_to_1,females_sold_to_2,females_sold_to_3,females_sold_to_4,females_sold_to_5,females_bought_from_0,females_bought_from_1,females_bought_from_2,females_bought_from_3,females_bought_from_4,females_bought_from_5,males_sold_to_0,males_sold_to_1,males_sold_to_2,males_sold_to_3,males_sold_to_4,males_sold_to_5,males_bought_from_0,males_bought_from_1,males_bought_from_2,males_bought_from_3,males_bought_from_4,males_bought_from_5,fem_support_0,fem_support_1,fem_support_2,fem_support_3,fem_support_4,fem_support_5,food_water_vol_0,food_water_vol_1,food_water_vol_2,food_water_vol_3,food_water_vol_4,food_water_vol_5,labour_vol_0,labour_vol_1,labour_vol_2,labour_vol_3,labour_vol_4,labour_vol_5,health_vol_0,health_vol_1,health_vol_2,health_vol_3,health_vol_4,health_vol_5,savings_vol_0,savings_vol_1,savings_vol_2,savings_vol_3,savings_vol_4,savings_vol_5,shop_vol_0,shop_vol_1,shop_vol_2,shop_vol_3,shop_vol_4,shop_vol_5,education_vol_0,education_vol_1,education_vol_2,education_vol_3,education_vol_4,education_vol_5,food_water_n_0,food_water_n_1,food_water_n_2,food_water_n_3,food_water_n_4,food_water_n_5,labour_n_0,labour_n_1,labour_n_2,labour_n_3,labour_n_4,labour_n_5,health_n_0,health_n_1,health_n_2,health_n_3,health_n_4,health_n_5,savings_n_0,savings_n_1,savings_n_2,savings_n_3,savings_n_4,savings_n_5,shop_n_0,shop_n_1,shop_n_2,shop_n_3,shop_n_4,shop_n_5,education_n_0,education_n_1,education_n_2,education_n_3,education_n_4,education_n_5,transport_n_0,transport_n_1,transport_n_2,transport_n_3,transport_n_4,transport_n_5,energy_n_0,energy_n_1,energy_n_2,energy_n_3,energy_n_4,energy_n_5,environment_n_0,environment_n_1,environment_n_2,environment_n_3,environment_n_4,environment_n_5,other_n_0,other_n_1,other_n_2,other_n_3,other_n_4,other_n_5
14972,1,0x0900354839dF2b710CCEDcBE2A9A60bC8400c858,1,Nairobi,female,Farming/Labour,183,288,3582.7635036496354,3585.196593673966,3614.393673965937,3614.393673965937,3615.6102189781022,3615.6102189781022,3508.929440389294,3508.929440389294,3508.929440389294,3508.929440389294,3508.929440389294,3508.929440389294,3581.0705596107055,3581.0705596107055,3581.0705596107055,3581.0705596107055,3581.0705596107055,3581.0705596107055,203,203,203,203,203,203,232,232,232,232,232,232,14,14,14,14,14,14,13,13,13,13,13,13,14,15,18,18,19,19,1,1,1,1,1,2,73.83406326034063,76.26715328467152,105.46423357664233,105.46423357664233,106.68077858880778,106.68077858880778,1.6788321167883211,1.6788321167883211,1.6788321167883211,1.6788321167883211,1.6788321167883211,2.335766423357664,226,226,226,226,226,226,195,195,195,195,195,195,6,6,6,6,6,6,8,8,8,8,8,8,3429.3673965936737,3429.3673965936737,3429.3673965936737,3429.3673965936737,3429.3673965936737,3429.3673965936737,1158.905109489051,1158.905109489051,1158.905109489051,1158.905109489051,1158.905109489051,1158.905109489051,1868.807785888078,1868.807785888078,1868.807785888078,1868.807785888078,1868.807785888078,1868.807785888078,0.0,0.0,0.0,0.0,0.0,0.0,508.1508515815085,508.1508515815085,508.1508515815085,508.1508515815085,508.1508515815085,508.1508515815085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,65,65,65,65,65,151,151,151,151,151,151,0,0,0,0,0,0,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14973,1,0x38F931D84F6f064e765373D34120ee1fbd088aa1,1,Nairobi,female,Farming/Labour,183,288,3313.1802919708025,3315.6133819951333,3344.810462287104,3344.810462287104,3346.02700729927,3346.02700729927,3207.4695863746956,3207.4695863746956,3207.4695863746956,3207.4695863746956,3207.4695863746956,3207.4695863746956,3310.1459854014597,3310.1459854014597,3310.1459854014597,3310.1459854014597,3310.1459854014597,3310.1459854014597,222,222,222,222,222,222,235,235,235,235,235,235,21,21,21,21,21,21,19,19,19,19,19,19,16,17,20,20,21,21,1,1,1,1,1,2,105.71070559610705,108.14379562043796,137.34087591240876,137.34087591240876,138.55742092457422,138.55742092457422,3.017031630170316,3.017031630170316,3.017031630170316,3.017031630170316,3.017031630170316,3.673965936739659,211,211,211,211,211,211,200,200,200,200,200,200,24,24,24,24,24,24,22,22,22,22,22,22,2907.883211678832,2907.883211678832,2907.883211678832,2907.883211678832,2907.883211678832,2907.883211678832,655.4014598540145,655.4014598540145,655.4014598540145,655.4014598540145,655.4014598540145,655.4014598540145,2537.9562043795618,2537.9562043795618,2537.9562043795618,2537.9562043795618,2537.9562043795618,2537.9562043795618,0.0,0.0,0.0,0.0,0.0,0.0,116.78832116788321,116.78832116788321,116.78832116788321,116.78832116788321,116.78832116788321,116.78832116788321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,50,50,50,50,179,179,179,179,179,179,0,0,0,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15001,1,0xb0c9797615CDab17C9fd8c6A73E39BF3AbD6694a,1,Nairobi,female,Farming/Labour,183,288,734.5625304136253,736.9956204379562,766.192700729927,766.192700729927,767.4092457420925,767.4092457420925,705.2554744525547,705.2554744525547,705.2554744525547,705.2554744525547,705.2554744525547,705.2554744525547,727.1532846715328,727.1532846715328,727.1532846715328,727.1532846715328,727.1532846715328,727.1532846715328,75,75,75,75,75,75,76,76,76,76,76,76,15,15,15,15,15,15,15,15,15,15,15,15,6,7,10,10,11,11,1,1,1,1,1,2,29.307055961070557,31.74014598540146,60.93722627737226,60.93722627737226,62.15377128953771,62.15377128953771,7.396593673965937,7.396593673965937,7.396593673965937,7.396593673965937,7.396593673965937,8.05352798053528,72,72,72,72,72,72,72,72,72,72,72,72,4,4,4,4,4,4,3,3,3,3,3,3,668.7591240875912,668.7591240875912,668.7591240875912,668.7591240875912,668.7591240875912,668.7591240875912,141.16788321167883,141.16788321167883,141.16788321167883,141.16788321167883,141.16788321167883,141.16788321167883,585.985401459854,585.985401459854,585.985401459854,585.985401459854,585.985401459854,585.985401459854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,16,16,16,16,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15004,1,0x686475456B86BF70D1971bb35862E998bC3f1a00,1,Nairobi,female,Food/Water,183,289,3323.3459854014595,3325.7790754257903,3354.9761557177612,3354.9761557177612,3356.192700729927,3356.192700729927,3292.822384428224,3292.822384428224,3292.822384428224,3292.822384428224,3292.822384428224,3292.822384428224,3322.919708029197,3322.919708029197,3322.919708029197,3322.919708029197,3322.919708029197,3322.919708029197,88,88,88,88,88,88,100,100,100,100,100,100,13,13,13,13,13,13,16,16,16,16,16,16,10,11,14,14,15,15,1,1,1,1,1,2,30.523600973236007,32.95669099756691,62.15377128953771,62.15377128953771,63.37031630170316,63.37031630170316,0.41362530413625304,0.41362530413625304,0.41362530413625304,0.41362530413625304,0.41362530413625304,1.0705596107055961,45,45,45,45,45,45,41,41,41,41,41,41,54,54,54,54,54,54,44,44,44,44,44,44,1491.7518248175181,1491.7518248175181,1491.7518248175181,1491.7518248175181,1491.7518248175181,1491.7518248175181,0.0,0.0,0.0,0.0,0.0,0.0,2483.333333333333,2483.333333333333,2483.333333333333,2483.333333333333,2483.333333333333,2483.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.8540145985401,829.8540145985401,829.8540145985401,829.8540145985401,829.8540145985401,829.8540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,71,71,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15006,1,0x5e23D6ba74B2ce4374233c97ec89Ef5F68BFd077,1,Nairobi,female,Farming/Labour,183,288,465.6328467153284,468.0659367396593,497.2630170316301,497.2630170316301,498.47956204379557,498.47956204379557,442.8223844282238,442.8223844282238,442.8223844282238,442.8223844282238,442.8223844282238,442.8223844282238,464.72019464720194,464.72019464720194,464.72019464720194,464.72019464720194,464.72019464720194,464.72019464720194,35,35,35,35,35,35,43,43,43,43,43,43,8,8,8,8,8,8,11,11,11,11,11,11,6,7,10,10,11,11,1,1,1,1,1,2,22.81046228710462,25.243552311435522,54.44063260340633,54.44063260340633,55.65717761557178,55.65717761557178,0.9002433090024331,0.9002433090024331,0.9002433090024331,0.9002433090024331,0.9002433090024331,1.557177615571776,41,41,41,41,41,41,35,35,35,35,35,35,2,2,2,2,2,2,0,0,0,0,0,0,442.8223844282238,442.8223844282238,442.8223844282238,442.8223844282238,442.8223844282238,442.8223844282238,21.8978102189781,21.8978102189781,21.8978102189781,21.8978102189781,21.8978102189781,21.8978102189781,223.84428223844282,223.84428223844282,223.84428223844282,223.84428223844282,223.84428223844282,223.84428223844282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.5839416058394,160.5839416058394,160.5839416058394,160.5839416058394,160.5839416058394,160.5839416058394,4.866180048661801,4.866180048661801,4.866180048661801,4.866180048661801,4.866180048661801,4.866180048661801,3,3,3,3,3,3,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,1,1,1,1,1,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15008,1,0x00A48649e8D1A79D9A99bAB392037B5E619f632a,0,Nairobi,female,Fuel/Energy,183,289,1111.387104622871,1184.3810218978103,1210.0014598540147,1259.2472019464722,1260.4637469586376,1260.4637469586376,1055.1338199513382,1120.8272506082724,1145.1581508515815,1193.8199513381994,1193.8199513381994,1193.8199513381994,1098.8807785888077,1174.3065693430656,1198.6374695863747,1198.6374695863747,1247.2992700729926,1247.2992700729926,70,73,74,75,75,75,78,82,83,83,84,84,17,18,18,18,18,18,19,20,20,20,20,20,21,27,28,29,30,30,0,1,1,1,1,2,56.25328467153285,63.55377128953772,64.8433090024331,65.42725060827252,66.64379562043797,66.64379562043797,0.0,0.97323600973236,0.97323600973236,0.97323600973236,0.97323600973236,1.2165450121654502,54,58,59,59,60,60,56,59,60,61,61,61,20,20,20,20,20,20,10,10,10,10,10,10,865.1338199513382,930.8272506082725,955.1581508515815,1003.8199513381995,1003.8199513381995,1003.8199513381995,851.3381995133819,914.5985401459853,938.9294403892944,938.9294403892944,987.5912408759124,987.5912408759124,55.64476885644768,55.64476885644768,55.64476885644768,55.64476885644768,55.64476885644768,55.64476885644768,0.0,0.0,0.0,0.0,0.0,0.0,45.01216545012165,45.01216545012165,45.01216545012165,45.01216545012165,45.01216545012165,45.01216545012165,139.61070559610704,151.77615571776155,151.77615571776155,151.77615571776155,151.77615571776155,151.77615571776155,0.0,0.0,0.0,0.0,0.0,0.0,54,57,58,58,59,59,7,7,7,7,7,7,0,0,0,0,0,0,8,8,8,8,8,8,5,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15018,0,0xfBDc72663F5AbeD10572cA0917C33a337744657c,1,Nairobi,male,Farming/Labour,183,288,834.5744525547445,837.0318734793187,866.2289537712895,866.2289537712895,867.445498783455,867.445498783455,810.9975669099756,810.9975669099756,810.9975669099756,810.9975669099756,810.9975669099756,810.9975669099756,823.1630170316301,823.1630170316301,852.3600973236009,852.3600973236009,852.3600973236009,852.3600973236009,32,32,32,32,32,32,37,37,38,38,38,38,6,6,6,6,6,6,7,7,7,7,7,7,11,13,16,16,17,17,1,3,3,3,3,4,23.576885644768854,26.034306569343066,55.23138686131387,55.23138686131387,56.44793187347932,56.44793187347932,1.94647201946472,2.043795620437956,2.043795620437956,2.043795620437956,2.043795620437956,2.3114355231143553,30,30,31,31,31,31,30,30,30,30,30,30,7,7,7,7,7,7,2,2,2,2,2,2,738.0048661800487,738.0048661800487,738.0048661800487,738.0048661800487,738.0048661800487,738.0048661800487,65.69343065693431,65.69343065693431,65.69343065693431,65.69343065693431,65.69343065693431,65.69343065693431,139.46472019464719,139.46472019464719,139.46472019464719,139.46472019464719,139.46472019464719,139.46472019464719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0048661800487,618.0048661800487,647.2019464720195,647.2019464720195,647.2019464720195,647.2019464720195,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,25,25,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15026,0,0x14824D8bccbb30FCBbc6128ffd16579cC4fe2724,1,Nairobi,male,Shop,183,289,364.08929440389295,366.5223844282238,395.71946472019465,395.71946472019465,396.93600973236005,396.93600973236005,337.22627737226276,337.22627737226276,337.22627737226276,337.22627737226276,337.22627737226276,337.22627737226276,359.1240875912409,359.1240875912409,359.1240875912409,359.1240875912409,359.1240875912409,359.1240875912409,47,47,47,47,47,47,45,45,45,45,45,45,16,16,16,16,16,16,17,17,17,17,17,17,9,10,13,13,14,14,1,1,1,1,1,2,26.863017031630175,29.296107055961073,58.49318734793187,58.49318734793187,59.70973236009733,59.70973236009733,4.963503649635037,4.963503649635037,4.963503649635037,4.963503649635037,4.963503649635037,5.62043795620438,25,25,25,25,25,25,29,29,29,29,29,29,18,18,18,18,18,18,18,18,18,18,18,18,233.8199513381995,233.8199513381995,233.8199513381995,233.8199513381995,233.8199513381995,233.8199513381995,94.8905109489051,94.8905109489051,94.8905109489051,94.8905109489051,94.8905109489051,94.8905109489051,166.90997566909977,166.90997566909977,166.90997566909977,166.90997566909977,166.90997566909977,166.90997566909977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.85888077858881,77.85888077858881,77.85888077858881,77.85888077858881,77.85888077858881,77.85888077858881,0.0,0.0,0.0,0.0,0.0,0.0,11,11,11,11,11,11,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15038,1,0x3f2f30Be966C1b92BF6bE1252B34C42488027eF7,1,Nairobi,female,Food/Water,183,285,732.4819951338199,734.939416058394,764.136496350365,764.136496350365,765.3530413625303,765.3530413625303,651.021897810219,651.021897810219,651.021897810219,651.021897810219,651.021897810219,651.021897810219,723.0413625304136,723.0413625304136,723.0413625304136,723.0413625304136,723.0413625304136,723.0413625304136,55,55,55,55,55,55,54,54,54,54,54,54,12,12,12,12,12,12,14,14,14,14,14,14,12,14,17,17,18,18,0,2,2,2,2,3,81.46009732360098,83.91751824817518,113.11459854014599,113.11459854014599,114.33114355231143,114.33114355231143,0.0,0.097323600973236,0.097323600973236,0.097323600973236,0.097323600973236,0.948905109489051,54,54,54,54,54,54,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,651.021897810219,651.021897810219,651.021897810219,651.021897810219,651.021897810219,651.021897810219,194.64720194647202,194.64720194647202,194.64720194647202,194.64720194647202,194.64720194647202,194.64720194647202,400.41362530413625,400.41362530413625,400.41362530413625,400.41362530413625,400.41362530413625,400.41362530413625,0.0,0.0,0.0,0.0,0.0,0.0,127.98053527980535,127.98053527980535,127.98053527980535,127.98053527980535,127.98053527980535,127.98053527980535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,16,16,16,16,16,35,35,35,35,35,35,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15040,1,0xcF6340ad74489Db3233e83B7062Ef22C2961080D,0,Kwale,female,Shop,183,289,428.5639902676399,552.6515815085157,552.6515815085157,552.6515815085157,553.8681265206812,553.8681265206812,284.40389294403894,406.05839416058393,406.05839416058393,406.05839416058393,406.05839416058393,406.05839416058393,422.26277372262774,423.4793187347932,423.4793187347932,423.4793187347932,423.4793187347932,423.4793187347932,89,90,90,90,90,90,78,79,79,79,79,79,70,70,70,70,70,70,56,57,57,57,57,57,54,56,56,56,57,57,0,2,2,2,2,3,144.16009732360095,146.59318734793186,146.59318734793186,146.59318734793186,147.8097323600973,147.8097323600973,0.0,1.2652068126520681,1.2652068126520681,1.2652068126520681,1.2652068126520681,3.844282238442822,27,28,28,28,28,28,22,23,23,23,23,23,0,0,0,0,0,0,5,5,5,5,5,5,236.0097323600973,357.66423357664235,357.66423357664235,357.66423357664235,357.66423357664235,357.66423357664235,20.43795620437956,20.43795620437956,20.43795620437956,20.43795620437956,20.43795620437956,20.43795620437956,5.474452554744525,5.474452554744525,5.474452554744525,5.474452554744525,5.474452554744525,5.474452554744525,0.0,0.0,0.0,0.0,0.0,0.0,388.0778588807786,388.0778588807786,388.0778588807786,388.0778588807786,388.0778588807786,388.0778588807786,4.866180048661801,6.082725060827251,6.082725060827251,6.082725060827251,6.082725060827251,6.082725060827251,0.0,0.0,0.0,0.0,0.0,0.0,29,29,29,29,29,29,12,12,12,12,12,12,0,0,0,0,0,0,20,20,20,20,20,20,10,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
15043,1,0xF529d5633354A8bf6A1a0798091d2E54B175dB3B,1,Nairobi,female,Shop,183,289,514.5248175182481,516.957907542579,546.1549878345498,546.1549878345498,547.3715328467154,547.3715328467154,493.67396593673965,493.67396593673965,493.67396593673965,493.67396593673965,493.67396593673965,493.67396593673965,511.9221411192214,511.9221411192214,511.9221411192214,511.9221411192214,511.9221411192214,511.9221411192214,40,40,40,40,40,40,38,38,38,38,38,38,10,10,10,10,10,10,12,12,12,12,12,12,6,7,10,10,11,11,1,1,1,1,1,2,20.850851581508515,23.283941605839416,52.48102189781022,52.48102189781022,53.69756690997567,53.69756690997567,2.579075425790754,2.579075425790754,2.579075425790754,2.579075425790754,2.579075425790754,3.236009732360097,36,36,36,36,36,36,37,37,37,37,37,37,2,2,2,2,2,2,3,3,3,3,3,3,474.4525547445255,474.4525547445255,474.4525547445255,474.4525547445255,474.4525547445255,474.4525547445255,70.5596107055961,70.5596107055961,70.5596107055961,70.5596107055961,70.5596107055961,70.5596107055961,318.7347931873479,318.7347931873479,318.7347931873479,318.7347931873479,318.7347931873479,318.7347931873479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5279805352798,53.5279805352798,53.5279805352798,53.5279805352798,53.5279805352798,53.5279805352798,32.60340632603406,32.60340632603406,32.60340632603406,32.60340632603406,32.60340632603406,32.60340632603406,3,3,3,3,3,3,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15044,1,0xa40da957a8Db989EBdBa0a1D38d14b045D3A5DfE,0,Nairobi,female,Shop,183,287,1339.430900243309,1341.8639902676398,1341.8639902676398,1341.8639902676398,1343.0805352798054,1343.0805352798054,1280.7785888077858,1280.7785888077858,1280.7785888077858,1280.7785888077858,1280.7785888077858,1280.7785888077858,1309.2457420924575,1309.2457420924575,1309.2457420924575,1309.2457420924575,1309.2457420924575,1309.2457420924575,75,75,75,75,75,75,74,74,74,74,74,74,24,24,24,24,24,24,24,24,24,24,24,24,16,18,18,18,19,19,1,3,3,3,3,4,58.65231143552312,61.08540145985402,61.08540145985402,61.08540145985402,62.301946472019466,62.301946472019466,3.89294403892944,4.13625304136253,4.13625304136253,4.13625304136253,4.13625304136253,4.7201946472019465,53,53,53,53,53,53,54,54,54,54,54,54,11,11,11,11,11,11,8,8,8,8,8,8,986.1313868613138,986.1313868613138,986.1313868613138,986.1313868613138,986.1313868613138,986.1313868613138,282.9683698296837,282.9683698296837,282.9683698296837,282.9683698296837,282.9683698296837,282.9683698296837,321.89781021897807,321.89781021897807,321.89781021897807,321.89781021897807,321.89781021897807,321.89781021897807,0.0,0.0,0.0,0.0,0.0,0.0,77.85888077858881,77.85888077858881,77.85888077858881,77.85888077858881,77.85888077858881,77.85888077858881,626.5206812652068,626.5206812652068,626.5206812652068,626.5206812652068,626.5206812652068,626.5206812652068,0.0,0.0,0.0,0.0,0.0,0.0,18,18,18,18,18,18,19,19,19,19,19,19,0,0,0,0,0,0,6,6,6,6,6,6,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15068,1,0xD4eD81AE6a235F49526D886e9c0B86853Fc74773,0,Nairobi,female,Food/Water,183,286,613.4686131386861,626.8761557177615,666.0732360097323,666.0732360097323,679.4552311435523,704.2727493917275,558.5888077858881,568.3211678832116,607.5182481751824,607.5182481751824,618.4671532846716,642.7980535279805,610.0486618004866,614.9148418491484,614.9148418491484,614.9148418491484,624.647201946472,636.8126520681265,179,181,182,182,184,186,176,177,177,177,179,180,16,16,16,16,16,16,16,16,16,16,16,16,19,23,23,23,25,26,0,2,2,2,2,3,54.87980535279805,58.55498783454988,58.55498783454988,58.55498783454988,60.98807785888078,61.47469586374696,0.0,0.097323600973236,0.097323600973236,0.097323600973236,0.097323600973236,1.4355231143552312,91,92,92,92,93,94,93,95,95,95,96,97,78,78,78,78,79,79,84,84,84,84,85,86,260.70559610705595,270.43795620437953,270.43795620437953,270.43795620437953,276.5206812652068,288.6861313868613,97.46958637469587,97.46958637469587,97.46958637469587,97.46958637469587,97.46958637469587,97.46958637469587,205.4257907542579,205.4257907542579,205.4257907542579,205.4257907542579,205.4257907542579,205.4257907542579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.16301703163018,248.02919708029196,248.02919708029196,248.02919708029196,257.76155717761554,269.9270072992701,0.0,0.0,0.0,0.0,0.0,0.0,36,36,36,36,36,36,68,68,68,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0,65,66,66,66,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15131,1,0x733D9484bC8b5939d71a7AdFE453fF903958f754,0,Nairobi,female,Farming/Labour,183,288,174.35377128953772,176.7868613138686,176.7868613138686,176.7868613138686,178.00340632603405,178.00340632603405,154.50121654501217,154.50121654501217,154.50121654501217,154.50121654501217,154.50121654501217,154.50121654501217,169.09975669099757,169.09975669099757,169.09975669099757,169.09975669099757,169.09975669099757,169.09975669099757,28,28,28,28,28,28,28,28,28,28,28,28,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,11,11,1,1,1,1,1,2,19.852554744525545,22.285644768856447,22.285644768856447,22.285644768856447,23.502189781021897,23.502189781021897,5.231143552311435,5.231143552311435,5.231143552311435,5.231143552311435,5.231143552311435,5.304136253041363,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,41.3625304136253,41.3625304136253,41.3625304136253,41.3625304136253,41.3625304136253,41.3625304136253,71.77615571776155,71.77615571776155,71.77615571776155,71.77615571776155,71.77615571776155,71.77615571776155,19.464720194647203,19.464720194647203,19.464720194647203,19.464720194647203,19.464720194647203,19.464720194647203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.732360097323602,9.732360097323602,9.732360097323602,9.732360097323602,9.732360097323602,9.732360097323602,0.0,0.0,0.0,0.0,0.0,0.0,14,14,14,14,14,14,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15142,0,0x412f850e299bEA9B901aeFDFB9516792b10df32a,0,Nairobi,male,Food/Water,183,267,913.1880778588808,915.645498783455,915.645498783455,915.645498783455,916.8620437956204,916.8620437956204,890.5109489051094,890.5109489051094,890.5109489051094,890.5109489051094,890.5109489051094,890.5109489051094,902.676399026764,902.676399026764,902.676399026764,902.676399026764,902.676399026764,902.676399026764,65,65,65,65,65,65,54,54,54,54,54,54,6,6,6,6,6,6,7,7,7,7,7,7,9,11,11,11,12,12,1,3,3,3,3,4,22.677128953771287,25.134549878345496,25.134549878345496,25.134549878345496,26.351094890510947,26.351094890510947,5.839416058394161,5.888077858880778,5.888077858880778,5.888077858880778,5.888077858880778,6.0583941605839415,30,30,30,30,30,30,40,40,40,40,40,40,14,14,14,14,14,14,19,19,19,19,19,19,590.0243309002433,590.0243309002433,590.0243309002433,590.0243309002433,590.0243309002433,590.0243309002433,576.6423357664233,576.6423357664233,576.6423357664233,576.6423357664233,576.6423357664233,576.6423357664233,12.165450121654501,12.165450121654501,12.165450121654501,12.165450121654501,12.165450121654501,12.165450121654501,0.0,0.0,0.0,0.0,0.0,0.0,21.8978102189781,21.8978102189781,21.8978102189781,21.8978102189781,21.8978102189781,21.8978102189781,291.97080291970804,291.97080291970804,291.97080291970804,291.97080291970804,291.97080291970804,291.97080291970804,0.0,0.0,0.0,0.0,0.0,0.0,35,35,35,35,35,35,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
